course_id,course_title,url,is_paid,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,course_description,tags
592338,Forex Trading Secrets of the Pros With Amazon's AWS,https://www.udemy.com/trading-with-amazons-aws-servers-trade-secrets-of-the-pros/,True,200,4284,93,76,All Levels,5.0,2015-09-11T16:47:02Z,Business Finance,Learn about forex trading secrets of the pros with amazon's aws. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'secrets', 'pros', 'with', 'amazon']"
975046,Trading Options With Money Flow,https://www.udemy.com/trading-options-using-money-flow/,True,200,1380,42,17,All Levels,1.0,2016-10-18T22:52:31Z,Business Finance,Learn about trading options with money flow. Practical insights and hands-on exercises included.,"['business finance', 'trading', 'options', 'with', 'money', 'flow']"
742602,Financial Management Risk and Return For Securities,https://www.udemy.com/risk-and-return-finance/,True,30,3607,21,19,All Levels,1.5,2016-02-03T18:04:01Z,Business Finance,Learn about financial management risk and return for securities. Practical insights and hands-on exercises included.,"['business finance', 'financial', 'management', 'risk', 'return', 'securities']"
794151,Forex Trading Course: Work Smarter Not Harder Proven Results,https://www.udemy.com/the-complete-trading-course/,True,195,4061,52,16,All Levels,2.0,2016-03-16T15:40:19Z,Business Finance,Learn about forex trading course: work smarter not harder proven results. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'work', 'smarter', 'harder', 'proven', 'results']"
1196544,Python Algo Trading: Sentiment Trading with News,https://www.udemy.com/hedge-fund-strategy-trading-with-sentiment-analysis/,True,200,294,19,42,All Levels,7.0,2017-04-28T16:41:44Z,Business Finance,Learn about python algo trading: sentiment trading with news. Practical insights and hands-on exercises included.,"['business finance', 'python', 'algo', 'trading', 'sentiment', 'with', 'news']"
504036,Short Selling: Learn To Sell Stocks Before The Fall,https://www.udemy.com/short-selling-learn-to-sell-before-the-fall/,True,75,2276,106,19,Intermediate Level,1.5,2015-06-22T21:18:35Z,Business Finance,Learn about short selling: learn to sell stocks before the fall. Practical insights and hands-on exercises included.,"['business finance', 'short', 'selling', 'learn', 'sell', 'stocks', 'before', 'fall']"
719698,Basic Technical Analysis: Learn the structure of the market,https://www.udemy.com/learn-basic-technical-analysis/,True,20,4919,79,16,Beginner Level,1.5,2016-01-08T17:21:26Z,Business Finance,Learn about basic technical analysis: learn the structure of the market. Practical insights and hands-on exercises included.,"['business finance', 'basic', 'technical', 'analysis', 'learn', 'structure', 'market']"
564966,The Complete Chart Pattern Trading Course: A Proven Approach,https://www.udemy.com/make-money-trading-stocks-from-home/,True,200,2666,115,52,All Levels,4.0,2015-08-10T21:07:35Z,Business Finance,Learn about the complete chart pattern trading course: a proven approach. Practical insights and hands-on exercises included.,"['business finance', 'chart', 'pattern', 'trading', 'proven', 'approach']"
606928,7 Deadly Mistakes of Investing that Will Slash Your Profits!,https://www.udemy.com/7-deadly-mistakes-of-investing/,True,50,5354,24,23,All Levels,1.5,2015-09-21T18:10:34Z,Business Finance,Learn about 7 deadly mistakes of investing that will slash your profits!. Practical insights and hands-on exercises included.,"['business finance', 'deadly', 'mistakes', 'investing', 'that', 'will', 'slash', 'profits']"
58977,Financial Statements Made Easy,https://www.udemy.com/intro-to-financial-statements-for-entrepreneurs/,True,95,8095,249,12,Beginner Level,0.5833333333333334,2013-06-09T00:21:26Z,Business Finance,Learn about financial statements made easy. Practical insights and hands-on exercises included.,"['business finance', 'financial', 'statements', 'made', 'easy']"
1242604,Winning Forex Trading with Live Forex Trading Examples,https://www.udemy.com/forexmacross/,True,200,809,3,25,All Levels,2.0,2017-06-06T02:54:04Z,Business Finance,Learn about winning forex trading with live forex trading examples. Practical insights and hands-on exercises included.,"['business finance', 'winning', 'forex', 'trading', 'with', 'live', 'examples']"
798740,Forex Traders - Create Your First Trading Robot. No Coding!,https://www.udemy.com/launch-your-amazing-forex-robot-in-30-minutes-no-coding/,True,200,2295,84,39,All Levels,4.0,2016-05-02T19:26:48Z,Business Finance,Learn about forex traders - create your first trading robot. no coding!. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'traders', 'create', 'first', 'trading', 'robot', 'coding']"
506568,Create A Business From Home Trading Stocks Today In 2017,https://www.udemy.com/work-from-home-buying-penny-stocks/,True,75,10149,83,16,All Levels,2.0,2015-05-26T17:25:46Z,Business Finance,Learn about create a business from home trading stocks today in 2017. Practical insights and hands-on exercises included.,"['business finance', 'create', 'business', 'from', 'home', 'trading', 'stocks', 'today', '2017']"
1020760,Introduction to Accounting : Mastering Financial Statements,https://www.udemy.com/introduction-to-accounting-mastering-financial-statements/,True,50,1916,38,23,Beginner Level,1.0,2016-12-05T22:14:17Z,Business Finance,Learn about introduction to accounting : mastering financial statements. Practical insights and hands-on exercises included.,"['business finance', 'introduction', 'accounting', 'mastering', 'financial', 'statements']"
859742,The Complete Ethereum Course: Get .01 Ether In Your Wallet,https://www.udemy.com/ethereum/,True,45,2507,333,40,All Levels,2.0,2016-05-30T18:53:46Z,Business Finance,Learn about the complete ethereum course: get .01 ether in your wallet. Practical insights and hands-on exercises included.,"['business finance', 'ethereum', 'ether', 'wallet']"
383414,Beginner to Pro in PowerPoint: Complete PowerPoint Training,https://www.udemy.com/powerpoint-master-class-for-business-and-finance-graduates/,True,150,5786,518,50,All Levels,5.0,2015-01-31T15:34:05Z,Business Finance,Learn about beginner to pro in powerpoint: complete powerpoint training. Practical insights and hands-on exercises included.,"['business finance', 'powerpoint', 'training']"
353044,Investing 101: The Complete Online Investing Course,https://www.udemy.com/online-investing-guide/,True,200,5334,373,42,All Levels,4.5,2014-11-28T17:49:03Z,Business Finance,Learn about investing 101: the complete online investing course. Practical insights and hands-on exercises included.,"['business finance', 'investing', 'online']"
447362,Create Your Own Hedge Fund: Trade Stocks Like A Fund Manager,https://www.udemy.com/create-your-own-hedge-fund-double-your-money-every-year/,True,175,4005,237,25,Intermediate Level,2.0,2015-04-12T20:13:47Z,Business Finance,Learn about create your own hedge fund: trade stocks like a fund manager. Practical insights and hands-on exercises included.,"['business finance', 'create', 'hedge', 'fund', 'trade', 'stocks', 'like', 'manager']"
831066,Learn MQL5: Build an 8-Currency Hedging Robot (MetaTrader 5),https://www.udemy.com/learn-mql5/,True,150,2877,103,81,All Levels,4.5,2016-04-26T22:41:46Z,Business Finance,Learn about learn mql5: build an 8-currency hedging robot (metatrader 5). Practical insights and hands-on exercises included.,"['business finance', 'learn', 'mql5', 'build', 'currency', 'hedging', 'robot', 'metatrader']"
1266306,Forex Trading: Your Complete Guide to Get Started Like a Pro,https://www.udemy.com/forex-trading-your-complete-guide-to-get-started-like-a-pro/,True,140,1026,25,37,Beginner Level,3.0,2017-06-27T22:21:31Z,Business Finance,Learn about forex trading: your complete guide to get started like a pro. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'guide', 'started', 'like']"
1170894,Python Algo Stock Trading: Automate Your Trading!,https://www.udemy.com/algorithmic-stock-trading-bootcamp-automate-your-trading/,True,95,1165,21,41,Beginner Level,2.5,2017-05-28T23:41:03Z,Business Finance,Learn about python algo stock trading: automate your trading!. Practical insights and hands-on exercises included.,"['business finance', 'python', 'algo', 'stock', 'trading', 'automate']"
948974,THE Forex Robot: Incredible ROI (Robot Included),https://www.udemy.com/the-forex-robot-1000-annual-profit-robot-included/,True,200,1843,171,35,All Levels,1.5,2016-10-04T15:20:57Z,Business Finance,Learn about the forex robot: incredible roi (robot included). Practical insights and hands-on exercises included.,"['business finance', 'forex', 'robot', 'incredible', 'included']"
380970,The Complete Bitcoin Course: Get .001 Bitcoin In Your Wallet,https://www.udemy.com/bitcoin-for-beginners/,True,45,8797,449,80,All Levels,6.5,2015-01-09T03:55:15Z,Business Finance,Learn about the complete bitcoin course: get .001 bitcoin in your wallet. Practical insights and hands-on exercises included.,"['business finance', 'bitcoin', 'wallet']"
1217778,Mastering High Probability Iron Condor Options Trading,https://www.udemy.com/mastering-high-probability-iron-condor-options-trading/,True,200,1030,11,22,All Levels,2.0,2017-06-01T05:22:08Z,Business Finance,Learn about mastering high probability iron condor options trading. Practical insights and hands-on exercises included.,"['business finance', 'mastering', 'high', 'probability', 'iron', 'condor', 'options', 'trading']"
1246208,The Complete Short Course on Ethereum,https://www.udemy.com/ethereum1/,True,200,1041,12,28,All Levels,1.5,2017-06-11T19:02:03Z,Business Finance,Learn about the complete short course on ethereum. Practical insights and hands-on exercises included.,"['business finance', 'short', 'ethereum']"
434774,Options Trading Stocks: Proven Toolbox For Financial Success,https://www.udemy.com/trading-stock-options-ii-simplified-strategies-for-success/,True,195,7884,118,68,Intermediate Level,10.0,2015-05-19T23:25:41Z,Business Finance,Learn about options trading stocks: proven toolbox for financial success. Practical insights and hands-on exercises included.,"['business finance', 'options', 'trading', 'stocks', 'proven', 'toolbox', 'financial', 'success']"
308690,Forex Trading A-Zâ¢ - With LIVE Examples of Forex Trading,https://www.udemy.com/forex-trading/,True,195,16900,2476,52,Beginner Level,5.5,2014-12-12T23:58:39Z,Business Finance,Learn about forex trading a-zâ¢ - with live examples of forex trading. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'with', 'live', 'examples']"
888716,"Introduction to Finance, Accounting, Modeling and Valuation",https://www.udemy.com/introduction-to-accounting-finance-modeling-valuation-by-chris-haroun/,True,200,11441,1118,61,All Levels,4.5,2016-06-28T06:12:23Z,Business Finance,"Learn about introduction to finance, accounting, modeling and valuation. Practical insights and hands-on exercises included.","['business finance', 'introduction', 'finance', 'accounting', 'modeling', 'valuation']"
321410,Beginner to Pro in Excel: Financial Modeling and Valuation,https://www.udemy.com/beginner-to-pro-in-excel-financial-modeling-and-valuation/,True,195,22257,2697,138,All Levels,7.5,2014-11-25T23:00:40Z,Business Finance,Learn about beginner to pro in excel: financial modeling and valuation. Practical insights and hands-on exercises included.,"['business finance', 'excel', 'financial', 'modeling', 'valuation']"
965832,The Complete Investment Banking Course 2017,https://www.udemy.com/the-complete-investment-banking-course-2016/,True,195,8575,809,110,All Levels,5.5,2016-10-10T16:16:26Z,Business Finance,Learn about the complete investment banking course 2017. Practical insights and hands-on exercises included.,"['business finance', 'investment', 'banking', '2017']"
648826,The Complete Financial Analyst Course 2017,https://www.udemy.com/the-complete-financial-analyst-course/,True,195,24481,2347,174,All Levels,10.0,2016-01-21T01:38:48Z,Business Finance,Learn about the complete financial analyst course 2017. Practical insights and hands-on exercises included.,"['business finance', 'financial', 'analyst', '2017']"
1035472,Python for Finance: Investment Fundamentals & Data Analytics,https://www.udemy.com/python-for-finance-investment-fundamentals-data-analytics/,True,195,3811,278,103,All Levels,6.5,2017-03-30T22:17:09Z,Business Finance,Learn about python for finance: investment fundamentals & data analytics. Practical insights and hands-on exercises included.,"['business finance', 'python', 'finance', 'investment', 'fundamentals', 'data', 'analytics']"
1154754,Financial Modeling for Startups & Small Businesses,https://www.udemy.com/financial-modeling-for-startups-small-businesses/,True,195,4991,137,79,Beginner Level,11.5,2017-03-29T22:36:05Z,Business Finance,Learn about financial modeling for startups & small businesses. Practical insights and hands-on exercises included.,"['business finance', 'financial', 'modeling', 'startups', 'small', 'businesses']"
627540,Options Trading - How to Win with Weekly Options,https://www.udemy.com/work-from-home-setup-your-own-options-trading-business/,True,115,7489,1190,25,Intermediate Level,1.0,2015-10-22T21:54:28Z,Business Finance,Learn about options trading - how to win with weekly options. Practical insights and hands-on exercises included.,"['business finance', 'options', 'trading', 'with', 'weekly']"
301442,Black Algo Trading: Build Your Trading Robot,https://www.udemy.com/build-your-trading-robot/,True,200,20195,1113,227,All Levels,16.0,2014-10-27T22:01:36Z,Business Finance,Learn about black algo trading: build your trading robot. Practical insights and hands-on exercises included.,"['business finance', 'black', 'algo', 'trading', 'build', 'robot']"
640100,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,True,150,10042,594,43,All Levels,3.0,2015-10-22T00:03:48Z,Business Finance,Learn about accounting & financial statement analysis: complete training. Practical insights and hands-on exercises included.,"['business finance', 'accounting', 'financial', 'statement', 'analysis', 'training']"
1247394,Cryptocurrency Trading: Complete Guide To Trading Altcoins,https://www.udemy.com/cryptocurrency-trading/,True,95,367,42,35,All Levels,5.0,2017-06-21T23:18:47Z,Business Finance,Learn about cryptocurrency trading: complete guide to trading altcoins. Practical insights and hands-on exercises included.,"['business finance', 'cryptocurrency', 'trading', 'guide', 'altcoins']"
260470,Forex Robots: Expect To Earn 175% P.A. Forex Robot Included!,https://www.udemy.com/backtesting/,True,200,10603,872,42,All Levels,5.5,2014-10-12T21:19:11Z,Business Finance,Learn about forex robots: expect to earn 175% p.a. forex robot included!. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'robots', 'expect', 'earn', 'robot', 'included']"
1214702,Three Steps Trading - Live Trading - Real Account,https://www.udemy.com/three-steps-trading-live-trading-real-account/,True,190,1197,11,46,All Levels,5.0,2017-05-24T23:02:07Z,Business Finance,Learn about three steps trading - live trading - real account. Practical insights and hands-on exercises included.,"['business finance', 'three', 'steps', 'trading', 'live', 'real', 'account']"
848664,Option Trading for Rookies:  Understand Options Completely,https://www.udemy.com/complete-course-introduction-to-option-trading/,True,150,2893,65,62,All Levels,2.0,2016-08-10T15:27:06Z,Business Finance,Learn about option trading for rookies:  understand options completely. Practical insights and hands-on exercises included.,"['business finance', 'option', 'trading', 'rookies', 'understand', 'options', 'completely']"
1142570,How I Learned Stock Trading (and How You Can Too),https://www.udemy.com/best-stock-traders/,True,200,1580,12,53,Expert Level,2.0,2017-05-02T21:20:54Z,Business Finance,Learn about how i learned stock trading (and how you can too). Practical insights and hands-on exercises included.,"['business finance', 'learned', 'stock', 'trading']"
325834,Learn to Trade for Profit: Find and Trade Winning Stocks,https://www.udemy.com/trading-stocks-successfully-introduction-to-stock-trading/,True,95,10605,71,77,All Levels,3.0,2014-10-24T18:13:49Z,Business Finance,Learn about learn to trade for profit: find and trade winning stocks. Practical insights and hands-on exercises included.,"['business finance', 'learn', 'trade', 'profit', 'find', 'winning', 'stocks']"
411168,Trading Inside Bars - Master 1 Easy Pattern To Be Successful,https://www.udemy.com/trading-inside-bars-find-setups-today-make-money-tomorrow/,True,125,2996,200,23,Intermediate Level,2.0,2015-03-09T00:24:38Z,Business Finance,Learn about trading inside bars - master 1 easy pattern to be successful. Practical insights and hands-on exercises included.,"['business finance', 'trading', 'inside', 'bars', 'master', 'easy', 'pattern', 'successful']"
885974,Four Fundamentals of Financial Planning,https://www.udemy.com/four-fundamentals-of-financial-planning/,True,30,6219,23,20,All Levels,1.0,2017-02-14T04:42:58Z,Business Finance,Learn about four fundamentals of financial planning. Practical insights and hands-on exercises included.,"['business finance', 'four', 'fundamentals', 'financial', 'planning']"
1151092,Options Trading - Calendar Spread Course for Every Trader,https://www.udemy.com/options-trading-calendar-spread-course-for-every-trader/,True,200,1113,11,17,All Levels,1.5,2017-04-02T21:46:00Z,Business Finance,Learn about options trading - calendar spread course for every trader. Practical insights and hands-on exercises included.,"['business finance', 'options', 'trading', 'calendar', 'spread', 'every', 'trader']"
358326,Dividend Investing: Build Your Portfolio for a Better Future,https://www.udemy.com/dividend-investing/,True,60,8314,83,47,Beginner Level,4.0,2015-01-24T06:31:19Z,Business Finance,Learn about dividend investing: build your portfolio for a better future. Practical insights and hands-on exercises included.,"['business finance', 'dividend', 'investing', 'build', 'portfolio', 'better', 'future']"
153210,Learn Accounting. Understand Business.,https://www.udemy.com/learn-accounting-understand-business/,True,200,5572,123,33,Beginner Level,5.5,2014-03-27T17:58:37Z,Business Finance,Learn about learn accounting. understand business.. Practical insights and hands-on exercises included.,"['business finance', 'learn', 'accounting', 'understand', 'business']"
834836,How to Consistently Win Trading Stocks in 30 Days or Less,https://www.udemy.com/winningstocktrades/,True,145,1433,169,15,Intermediate Level,1.0,2016-05-09T05:44:33Z,Business Finance,Learn about how to consistently win trading stocks in 30 days or less. Practical insights and hands-on exercises included.,"['business finance', 'consistently', 'trading', 'stocks', 'days', 'less']"
1171994,A Beginner's Guide to Quantopian Futures API,https://www.udemy.com/quantopian-futures/,True,20,936,6,11,Intermediate Level,1.5,2017-04-11T00:59:50Z,Business Finance,Learn about a beginner's guide to quantopian futures api. Practical insights and hands-on exercises included.,"['business finance', 'guide', 'quantopian', 'futures']"
1239068,How to Buy Cheap Options - Options Trading Pricing Model,https://www.udemy.com/options-black-scholes-model/,True,200,658,2,19,All Levels,1.0,2017-06-02T18:12:45Z,Business Finance,Learn about how to buy cheap options - options trading pricing model. Practical insights and hands-on exercises included.,"['business finance', 'cheap', 'options', 'trading', 'pricing', 'model']"
985922,Excel Crash Course: Master Excel for Financial Analysis,https://www.udemy.com/excel-crash-course-master-excel-for-financial-analysis/,True,105,8121,689,40,All Levels,3.5,2016-10-18T00:51:59Z,Business Finance,Learn about excel crash course: master excel for financial analysis. Practical insights and hands-on exercises included.,"['business finance', 'excel', 'crash', 'master', 'financial', 'analysis']"
765562,"Comprehensive Guide to Financial Markets, Investing &Trading",https://www.udemy.com/financial-markets-a-to-z-for-beginners/,True,60,4187,600,79,Beginner Level,9.0,2016-02-29T18:45:41Z,Business Finance,"Learn about comprehensive guide to financial markets, investing &trading. Practical insights and hands-on exercises included.","['business finance', 'comprehensive', 'guide', 'financial', 'markets', 'investing', 'trading']"
165964,Stock Trading Ninja: Complete System For Trading Success,https://www.udemy.com/stock-trading-ninja-learn-how-to-make-money-trading-stocks/,True,155,9445,497,38,All Levels,4.5,2014-02-19T19:04:28Z,Business Finance,Learn about stock trading ninja: complete system for trading success. Practical insights and hands-on exercises included.,"['business finance', 'stock', 'trading', 'ninja', 'system', 'success']"
855172,Hedge and Mutual Fund Careers: The Complete Guide,https://www.udemy.com/hedge-fund-mutual-fund-careers-the-complete-guide-how-to-pick-stocks/,True,200,3255,340,102,All Levels,8.5,2016-06-20T20:17:12Z,Business Finance,Learn about hedge and mutual fund careers: the complete guide. Practical insights and hands-on exercises included.,"['business finance', 'hedge', 'mutual', 'fund', 'careers', 'guide']"
258232,Algorithmic Trading In Forex: Create Your First Forex Robot!,https://www.udemy.com/learn-mql4/,True,185,7941,713,40,All Levels,6.5,2014-08-11T08:01:14Z,Business Finance,Learn about algorithmic trading in forex: create your first forex robot!. Practical insights and hands-on exercises included.,"['business finance', 'algorithmic', 'trading', 'forex', 'create', 'first', 'robot']"
994754,The Power Modeling Bootcamp: Advanced Excel in 10 Days,https://www.udemy.com/the-power-modeling-bootcamp-advanced-excel-in-10-days/,True,150,1680,158,76,All Levels,5.5,2016-11-26T04:09:14Z,Business Finance,Learn about the power modeling bootcamp: advanced excel in 10 days. Practical insights and hands-on exercises included.,"['business finance', 'power', 'modeling', 'bootcamp', 'advanced', 'excel', 'days']"
43319,Options Trading Basics (3-Course Bundle),https://www.udemy.com/learn-options-trading-courses/,True,180,10100,985,45,Beginner Level,11.0,2013-02-25T11:36:06Z,Business Finance,Learn about options trading basics (3-course bundle). Practical insights and hands-on exercises included.,"['business finance', 'options', 'trading', 'basics', 'bundle']"
408440,How to Win 97% of Your Options Trades,https://www.udemy.com/how-to-win-97-percent-of-your-trades/,True,125,5050,461,26,All Levels,1.5,2015-02-10T04:21:40Z,Business Finance,Learn about how to win 97% of your options trades. Practical insights and hands-on exercises included.,"['business finance', 'options', 'trades']"
918688,How I Make Consistent Returns Trading Options,https://www.udemy.com/how-i-make-15-per-month-trading-options/,True,200,2310,162,26,All Levels,3.5,2016-10-05T17:42:52Z,Business Finance,Learn about how i make consistent returns trading options. Practical insights and hands-on exercises included.,"['business finance', 'make', 'consistent', 'returns', 'trading', 'options']"
308694,"Forex Strategies: Kelly Criterion, Larry Williams and more!",https://www.udemy.com/money-management/,True,185,5528,506,32,All Levels,3.0,2015-02-19T11:31:27Z,Business Finance,"Learn about forex strategies: kelly criterion, larry williams and more!. Practical insights and hands-on exercises included.","['business finance', 'forex', 'strategies', 'kelly', 'criterion', 'larry', 'williams', 'more']"
199450,"Elite Trend Trader: Learn To Trade Stocks, Options & Forex",https://www.udemy.com/elite-trend-trader-how-to-make-a-fortune-trading-the-trend/,True,125,6451,237,28,All Levels,5.0,2014-04-16T13:58:31Z,Business Finance,"Learn about elite trend trader: learn to trade stocks, options & forex. Practical insights and hands-on exercises included.","['business finance', 'elite', 'trend', 'trader', 'learn', 'trade', 'stocks', 'options', 'forex']"
401784,Options Trading Introduction: Day Trade Stock Options,https://www.udemy.com/how-to-trade-stock-options-level-1-start-day-trading/,True,95,12394,218,30,Beginner Level,2.5,2015-02-20T21:39:41Z,Business Finance,Learn about options trading introduction: day trade stock options. Practical insights and hands-on exercises included.,"['business finance', 'options', 'trading', 'introduction', 'trade', 'stock']"
1122792,The Almost Perfect Options Trading Strategy System - Unique,https://www.udemy.com/the-almost-perfect-options-trading-strategy-system-unique/,True,200,1793,18,15,All Levels,1.0,2017-03-03T21:43:05Z,Business Finance,Learn about the almost perfect options trading strategy system - unique. Practical insights and hands-on exercises included.,"['business finance', 'almost', 'perfect', 'options', 'trading', 'strategy', 'system', 'unique']"
709500,Forex Trading -  Learn to Trade Forex Like the Banks,https://www.udemy.com/forex-trading-learn-the-same-strategies-used-by-banks/,True,20,3223,240,23,All Levels,1.0,2016-03-30T15:29:03Z,Business Finance,Learn about forex trading -  learn to trade forex like the banks. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'learn', 'trade', 'like', 'banks']"
285638,Learn to Trade for Profit:Trading with Japanese Candlesticks,https://www.udemy.com/introduction-to-japanese-candlesticks/,True,60,16385,273,45,Beginner Level,3.0,2014-09-02T03:53:13Z,Business Finance,Learn about learn to trade for profit:trading with japanese candlesticks. Practical insights and hands-on exercises included.,"['business finance', 'learn', 'trade', 'profit', 'trading', 'with', 'japanese', 'candlesticks']"
1135126,The Most Powerful Options Spread Trading Front Ratio Spread,https://www.udemy.com/the-most-powerful-options-spread-trading-front-ratio-spread/,True,200,1487,16,18,All Levels,2.0,2017-03-08T21:09:41Z,Business Finance,Learn about the most powerful options spread trading front ratio spread. Practical insights and hands-on exercises included.,"['business finance', 'most', 'powerful', 'options', 'spread', 'trading', 'front', 'ratio']"
834558,What Finance Job is for You? Explanation of 14 Finance Roles,https://www.udemy.com/what-finance-job-is-for-you-explanation-of-14-financial-analyst-roles/,True,200,2951,232,60,All Levels,4.0,2016-05-04T05:22:32Z,Business Finance,Learn about what finance job is for you? explanation of 14 finance roles. Practical insights and hands-on exercises included.,"['business finance', 'what', 'finance', 'explanation', 'roles']"
551968,The Blueprint for Successful Stock Trading,https://www.udemy.com/stock-market-millionaire-blueprint/,True,120,2697,331,15,All Levels,1.0,2015-08-13T18:58:05Z,Business Finance,Learn about the blueprint for successful stock trading. Practical insights and hands-on exercises included.,"['business finance', 'blueprint', 'successful', 'stock', 'trading']"
1005658,Trading for Beginners - Intermediate Level,https://www.udemy.com/trading-for-beginners-tier-2/,True,150,3979,40,39,Beginner Level,5.0,2016-11-09T01:45:20Z,Business Finance,Learn about trading for beginners - intermediate level. Practical insights and hands-on exercises included.,"['business finance', 'trading', 'beginners', 'intermediate', 'level']"
746432,Start Trading Stocks Using Technical Analysis!,https://www.udemy.com/professional-stock-trader/,True,25,3190,244,45,All Levels,4.0,2016-02-03T17:10:31Z,Business Finance,Learn about start trading stocks using technical analysis!. Practical insights and hands-on exercises included.,"['business finance', 'start', 'trading', 'stocks', 'using', 'technical', 'analysis']"
1057242,Learn How to Set Up an Incubator Hedge Fund - Step-by-Step,https://www.udemy.com/hedge-fund-startup/,True,200,1406,71,54,Expert Level,1.5,2017-01-18T20:55:27Z,Business Finance,Learn about learn how to set up an incubator hedge fund - step-by-step. Practical insights and hands-on exercises included.,"['business finance', 'learn', 'incubator', 'hedge', 'fund', 'step']"
284118,VPS for Forex Trading - Protect Your Forex Robots,https://www.udemy.com/forex-vps/,True,160,4252,225,24,All Levels,2.0,2014-09-19T04:07:58Z,Business Finance,Learn about vps for forex trading - protect your forex robots. Practical insights and hands-on exercises included.,"['business finance', 'forex', 'trading', 'protect', 'robots']"
302562,Introduction to Accounting: The Language of Business,https://www.udemy.com/learnaccountingforfree/,True,20,11958,370,134,Beginner Level,11.5,2014-10-02T09:16:55Z,Business Finance,Learn about introduction to accounting: the language of business. Practical insights and hands-on exercises included.,"['business finance', 'introduction', 'accounting', 'language', 'business']"
